LicenseID,SurveyID,PatientCarePrimaryZipCode,PatientCarePrimaryCountyCode,PatientCareSecondaryZipCode,PatientCareSecondaryCountyCode,TelemedicinePrimaryZipCode,TelemedicinePrimaryCountyCode,TelemedicineSecondaryZipCode,TelemedicineSecondaryCountyCode
5721713,1032279,92111,37,92037,37,92111,37,92037,37
561954,1032280,93720,10,,,,,,
971823,1032281,90077,19,90095,19,90077,19,90095,19
2186340,1032282,91776,19,,,,,,
2186212,1032283,92354,36,,,92354,36,,
893096,1032284,90003,19,90033,19,,,,
5747830,1032285,90095,19,,,,,,
1435651,1032286,90211,19,,,90211,,,
1632879,1032287,,,,,,,,
1998000,1032288,92651,30,,,92651,30,,
5282610,1032289,08857,59,,,,,,
1581541,1032290,94547,48,,,,,,
2189167,1032291,,,,,,,,
939695,1032292,90027,19,,,,,,
2182849,1032293,08540,59,,,,,,
2715069,1032294,49007,59,,,,,,
2135131,1032295,90609,19,90640,19,,,,
800732,1032296,90670,19,,,,,,
566055,1032297,92677,30,,,92677,30,,
5553634,1032298,94025,41,,,,,,
5703161,1032299,92630,30,,,92630,30,,
1489576,1032300,90038,19,90095,19,,,,
2082386,1032301,93312,16,,,,,,
5732198,1032302,,,,,,,,
1161773,1032303,92130,37,,,,,,
2182231,1032304,04330,59,,,04330,59,,
2245571,1032305,12804,,,,12804,,,
5654881,1032306,83001,59,,,83001,59,,
1956509,1032307,90404,19,,,90404,19,,
1769971,1032308,,,,,89131,,,
5625870,1032309,94305,43,,,,,,
971163,1032310,90806,19,,,90806,19,,
1280706,1032311,94110,38,95403,49,,,,
5661242,1032312,92103,37,92020,37,,,,
1283184,1032313,94143,38,,,94143,38,,
936890,1032314,89519,59,,,89519,59,,
2706204,1032315,,,,,34212,,,
1284158,1032316,,,,,20008,,,
1438473,1032317,94305,43,,,,,,
1547071,1032318,59802,59,,,,,,
1225210,1032320,92024,37,92037,37,92024,37,92037,37
5662918,1032321,95119,43,,,95123,43,,
433834,1032322,95116,43,,,,,,
1438353,1032323,93950,27,,,,,,
1229724,1032324,92592,33,,,,,,
5223223,1032325,95817,,,,,,,
1198256,1032326,92868,30,,,92868,30,,
2133747,1032327,95405,49,,,,,,
2897434,1032329,,,,,,,,
1484986,1032330,,,,,,,,
1055643,1032331,94578,1,,,94578,1,,
1909812,1032332,93036,56,93003,56,91423,19,91423,19
1819110,1032333,,,,,,,,
1439201,1032334,92029,37,92064,37,,,,
2718949,1032335,89502,29,,,,,,
5370904,1032337,93611,10,,,,,,
1057394,1032338,,,,,,,,
1163871,1032340,07101,,,,07101,,,
5287694,1032341,,,,,,,,
5755775,1032342,90015,19,,,90026,19,,
5733646,1032343,90048,19,,,90048,19,,
1582979,1032344,90291,19,,,90291,19,,
5730822,1032345,92868,30,92868,30,92868,30,92868,30
2725771,1032346,94305,43,,,94305,43,,
2246180,1032347,,,,,,,,
5551570,1032349,,,,,,,,
5639354,1032350,,,,,,,,
1432490,1032351,60607,,,,60607,,,
1545608,1032352,90277,19,,,90277,19,,
2045771,1032353,,,,,,,,
5722421,1032354,90015,19,,,,,,
971314,1032355,90242,19,,,90242,19,,
2189509,1032356,90240,19,,,,,,
1542239,1032357,,,,,,,,
1286202,1032358,94115,38,,,94115,38,,
1589551,1032359,,,,,,,,
5710964,1032360,,19,,,,,,
939283,1032361,94536,1,95356,,94536,1,,
2132767,1032362,02421,59,,,02493,59,,
5709146,1032363,94115,38,,,,,,
2826237,1032364,94306,43,,,,,,
1582309,1032365,,,,,,,,
5281920,1032366,94143,38,94110,38,,,,
1957957,1032367,92161,37,,,92161,37,,
5525026,1032368,37405,,,,37405,,,
971119,1032369,,,,,,,,
453627,1032370,92064,37,,,92064,37,,
1196124,1032371,91342,19,,,,,,
2134792,1032372,95945,29,,,,,,
1994170,1032373,94132,38,,,,,,
936723,1032375,95901,58,95993,51,,,,
2922315,1032376,92675,30,92683,30,,,,
1633813,1032377,90505,,,,90505,,,
2888397,1032378,80020,59,,,80020,59,,
1544959,1032379,90602,19,90241,19,,,,
2241661,1032380,92307,36,,,,,,
5645278,1032381,92161,37,92123,37,,,,
5746831,1032382,92354,36,,,,,,
1542063,1032383,,13,,,,,,
562685,1032384,92081,37,,,92081,37,,
5293791,1032385,01854,,,,01854,,,
854043,1032386,95864,34,,,,,,
1165309,1032387,68114,59,,,68114,59,,
5247503,1032388,98101,59,,,,,,
1057034,1032389,90015,19,90015,19,90015,19,90015,19
1585355,1032390,95926,,,,,,,
2137424,1032391,85020,,,,,,,
1487483,1032392,90806,19,,,90806,19,,
5060266,1032393,93720,10,,,93720,10,,
1022344,1032394,90806,,,,90806,,92869,
2185263,1032395,91105,19,,,91105,19,,
1630403,1032396,94558,28,,,94558,28,,
1190001,1032397,94143,38,94110,38,94143,38,94110,38
2137815,1032398,90017,19,,,,,,
1258074,1032399,,,,,,,,
2080798,1032400,94143,38,,,94143,38,,
5730914,1032401,,,,,,,,
2770777,1032402,,,,,,,,
1021799,1032403,94513,7,,,94513,7,,
2843381,1032404,94143,38,94143,38,,,,
1224292,1032406,90095,19,,,90095,19,,
1766523,1032407,92134,37,,,,,,
937183,1032408,90822,19,,,,,,
4898239,1032409,92801,30,92780,30,92801,30,92780,30
5709674,1032410,90024,19,,,,,,
636135,1032411,07512,,,,,,,
511749,1032412,,,,,,,,
1867281,1032413,92801,30,,,92801,30,,
2082222,1032414,,,,,,,,
477830,1032415,90027,19,90027,19,90027,19,90027,19
1313892,1032416,95134,43,,,10012,,,
1198536,1032417,90016,19,,,90016,19,,
2089954,1032418,95472,49,,,,,,
1546875,1032422,92868,30,,,92868,30,,
204677,1032423,,,,,,,,
1137031,1032424,94110,38,,,,,,
5268230,1032425,94599,28,,,,,,
1632907,1032426,92024,37,92083,37,,,,
1055717,1032427,92618,30,,,92618,30,,
2082974,1032428,92093,37,,,92093,37,,
1227070,1032429,95051,43,,,95051,43,,
5326794,1032430,94014,41,,,,,,
1718852,1032431,95762,34,,,,,,
5730799,1032432,90039,19,,,,,,
1433060,1032433,98104,59,,,,,,
1436422,1032434,94598,7,94583,7,,,,
5077157,1032435,91723,19,,,,,,
2890542,1032436,94143,38,,,,,,
1815011,1032437,,,,,,,,
1027700,1032439,93940,27,,,93940,27,,
1762940,1032440,94301,43,94040,43,,,,
1430137,1032441,,,,,,,,
1385317,1032442,94549,7,,,94549,7,,
5721485,1032443,,,,,,,,
1221252,1032444,91331,19,,,,,,
1021368,1032445,90606,19,90606,19,90606,19,90606,19
760847,1032446,91360,56,,,,56,,
2248581,1032447,,,,,,,,
1907070,1032448,95482,23,,,95482,23,,
2089920,1032449,95819,34,95757,34,,,,
1581193,1032450,96819,,,,,,,
5735659,1032451,90027,19,,,90027,19,,
205673,1032452,92647,30,92647,30,,,,
1813438,1032453,,,,,94002,41,94015,41
666566,1032454,90505,19,,,90505,19,,
4947582,1032455,94304,,,,94304,,,
1438534,1032456,92120,37,,,,,,
2132244,1032457,,,,,,,,
938521,1032458,95348,24,,,95348,24,,
1029232,1032459,90505,19,,,90505,19,,
6120528,1032460,95437,23,,,,,,
1024080,1032461,92307,36,,,92307,36,,
2886852,1032462,,,,,,,,
2081277,1032463,92604,30,,,92604,30,,
1439694,1032464,07922,,,,,,,
5766694,1032465,94109,38,,,94109,38,,
2082262,1032466,85364,,,,,,,
1197608,1032467,91202,19,,,,,,
1951923,1032468,95472,49,,,,,,
1544224,1032469,90212,19,,,,,,
1316187,1032470,,59,,,,59,,
1228683,1032471,94143,38,,,94901,21,,
5681245,1032472,92103,37,,,92103,37,,
2810020,1032473,60540,59,92625,30,60540,59,92625,30
1090943,1032474,93309,15,,,93309,15,,
1900566,1032475,94306,43,,,,,,
2905020,1032476,92120,37,,,,,,
1434675,1032477,,,,,,,,
6108558,1032478,63117,59,,,,,,
5661344,1032479,90033,19,,,90033,19,,
1489314,1032480,94304,43,94602,41,,,,
1316850,1032481,95817,34,,,,,,
1635304,1032483,94588,1,,,,,,
2084648,1032484,94304,43,94305,43,94304,43,,
5368990,1032486,92663,30,92618,30,92663,30,92618,30
5704774,1032487,95817,34,,,95817,34,,
5109609,1032488,,,,,,,,
5222386,1032489,94305,43,94598,7,,,,
2873862,1032490,91505,,,,91505,,,
6111879,1032492,94143,,,,94143,,,
2733471,1032494,90403,19,90210,19,90403,19,90210,19
4967578,1032495,92154,37,92120,37,92154,37,92120,37
2835574,1032496,95203,39,,,,,,
2863408,1032497,90033,19,90033,19,90033,19,90033,19
1633977,1032498,90503,19,,,,,,
5722786,1032499,90095,19,,,,,,
1712118,1032500,,30,,19,,,,
2870546,1032501,95405,49,,,,,,
1712045,1032502,90404,19,,,91302,19,,
1580958,1032503,93003,56,,,,,,
2777191,1032504,93960,27,,,90057,19,,
2185706,1032506,95051,43,,,,,,
1054275,1032507,,,,,,,,
1955340,1032508,91505,19,,,91505,19,,
5731718,1032509,90405,19,90095,19,,,,
2240424,1032510,95353,50,95353,50,,,,
5744598,1032511,95811,34,,,95811,34,,
5763579,1032512,95422,17,94131,38,,,,
413650,1032513,95661,31,,,95661,31,,
5704402,1032514,92345,,,,92345,,,
5309077,1032515,,,,,,,,
4959993,1032516,95926,4,,,,,,
4925637,1032517,94025,41,94539,1,94040,43,94040,43
1253408,1032518,,,,,99306,15,,
2137331,1032519,92357,36,,,,,,
437840,1032520,,,,,,,,
6060839,1032521,,34,,,,,,
1718360,1032522,02903,59,,,,,,
1483881,1032523,94707,1,,,,,,
808454,1032524,11501,,,,11501,,,
1633185,1032525,12208,,,,12208,,,
5249732,1032526,95065,44,,,95065,44,,
1950278,1032527,92501,33,,,,,,
1486801,1032528,10019,59,,,10019,59,,
1548007,1032529,94538,1,,,94538,1,,
5641523,1032531,90095,19,90095,19,90095,19,90095,19
1222367,1032532,96101,25,,,,,,
1549206,1032533,94306,,,,,,,
5731261,1032534,92868,30,,,92868,30,,
1432176,1032535,94305,43,,,94305,43,,
5084242,1032536,90027,19,,,90027,19,,
2132486,1032537,67212,,,,67212,,,
584811,1032538,94583,7,,,94583,7,,
1195130,1032539,90254,19,,,90254,19,,
1139043,1032540,,30,,,,30,,
2247570,1032541,92553,33,,,92553,33,,
5645150,1032542,,37,,,,,,
1024785,1032544,94103,38,94110,38,,,,
1997804,1032545,,,,,,,,
5707767,1032546,85226,59,,,,,,
1229706,1032547,94063,,,,,,,
719665,1032548,90505,19,,,90505,19,,
5349588,1032549,94143,38,,,94158,38,,
1542338,1032550,,,,,,,,
1542803,1032553,94304,,94305,,94304,,94305,
1169278,1032554,96080,52,,,96080,52,,
5223150,1032555,95817,34,,,95817,34,,
2133101,1032556,91343,19,90073,19,91343,19,90073,19
800730,1032557,94117,38,,,94117,38,,
5689409,1032558,92075,37,,,92075,37,,
5359665,1032559,95969,4,,,95969,4,,
5170709,1032560,95014,43,,,95014,43,,
2083385,1032561,91105,19,,,,,,
1196793,1032563,90095,19,,,90095,19,,
2187588,1032564,,,,,,,,
2082965,1032565,92868,30,,,92868,30,,
5331893,1032566,90033,19,,,90033,19,,
5063838,1032567,,,,,,,,
661864,1032568,93309,15,,,93309,15,,
1439589,1032569,92103,37,,,92103,37,,
1589338,1032570,95020,43,,,,,,
714957,1032571,92503,33,92401,36,,,,
5679116,1032572,95128,43,,,,,,
5169733,1032573,95355,50,,,94542,1,,
935933,1032574,95825,34,,34,95825,34,,34
1486583,1032576,90815,19,,,90815,19,,
5702406,1032577,94132,38,94110,38,94132,38,,
1090267,1032579,92123,37,92029,37,,,,
936463,1032580,95124,43,,,95124,43,,
1096328,1032581,02360,59,,,02360,59,,
1582930,1032582,90242,19,,,90242,19,,
5692297,1032583,,,,,,,,
1384636,1032585,,,,,,,,
1022099,1032586,93636,10,,,93636,10,,
2739416,1032587,95661,31,,,95661,31,,
760935,1032588,37027,59,,,,,,
1540815,1032589,91706,19,,,,,,
970998,1032590,92108,37,,,92108,37,,
1715206,1032591,75235,,,,,,,
1583347,1032593,91706,19,,,91706,19,,
2897432,1032594,95817,34,,,,,,
2890463,1032595,91763,36,,,91763,36,,
1485740,1032596,95377,39,,,95377,39,,
1766287,1032597,54548,59,,,54548,59,,
1029981,1032598,30677,59,,,,,,
1994998,1032599,,,,,,,,
1195159,1032601,93454,42,,,,,,
684877,1032604,,,,,,,,
1168575,1032605,93534,19,,,93534,19,,
1051563,1032606,95320,39,,,95320,39,,
2929674,1032607,,,,,,,,
1389812,1032608,,,,,,,,
2180519,1032609,92648,30,,,,,,
5261026,1032610,75244,,,,75244,,,
1054070,1032611,,,,,,,,
1438851,1032612,90034,19,,,,,,
1050459,1032613,92806,30,,,92806,30,,
5687667,1032614,90502,19,,,,,,
546092,1032615,,,,,,,,
2081662,1032616,92618,30,,,,,,
2838845,1032617,92123,37,,,92123,37,,
800805,1032618,90017,19,,,,,,
688229,1032619,95682,9,,,95682,9,,
1489171,1032620,95696,48,,,,,,
2839339,1032622,94304,43,,,94304,43,,
2241143,1032623,95757,34,,,95757,34,,
1020382,1032627,90242,19,,,,,,
2132440,1032628,,,,,94612,1,,
2908799,1032630,95356,50,95210,39,95356,50,95210,39
1439342,1032631,94131,38,,,94131,38,,
859861,1032632,90807,19,90807,19,90807,19,90807,19
1581547,1032633,94520,19,,,,,,
1489227,1032634,92656,30,,,92656,30,,
359771,1032636,90042,19,90031,19,90042,19,90031,19
2134470,1032637,94553,7,,,94553,7,,
414391,1032638,92311,36,92345,36,92345,36,92311,36
2187305,1032639,89106,,,,89106,,,
762934,1032640,95826,34,95677,31,,,,
1163491,1032641,78207,,,,78207,,,
1713703,1032642,,,,,,,,
5697923,1032644,92501,33,92501,33,92501,33,92501,33
687865,1032645,92868,30,,,,,,
2044402,1032646,,,,,,,,
935874,1032647,,,,,,,,
669196,1032648,94110,38,,,94110,38,,
1997481,1032649,90301,19,,,,,,
1050726,1032650,92868,30,,,,,,
566523,1032651,,,,,,,,
1713904,1032652,91942,37,,,,,,
1484760,1032653,92120,37,,,,,,
5678257,1032654,90027,19,,,,,,
1545159,1032655,98195,,,,,,,
1487748,1032656,,,,,,,,
2901121,1032657,94578,1,,,94578,1,,
667177,1032658,90033,19,,,90033,19,,
1994146,1032659,,,,,,,,
1713976,1032660,,,,,,,,
1766236,1032661,95816,34,93215,15,,,,
5706441,1032662,90033,19,,,90033,19,,
5682317,1032663,79762,59,,,78701,59,,
1488202,1032664,,49,,21,,,,
1487345,1032665,95661,,,,95661,,,
2136232,1032666,91367,19,,,,,,
2897084,1032667,,,,,,,,
2049375,1032668,94559,28,95405,49,,,,
2085137,1032669,95472,49,,,95472,49,,
5337240,1032670,91320,56,,,,,,
5732600,1032671,92037,37,,,92037,37,,
5374300,1032674,92369,36,,,,,,
1029350,1032676,91706,19,,,,,,
1226368,1032677,90822,19,90822,19,90740,30,,
5383427,1032678,92120,37,,,,,,
2735799,1032679,94121,38,94538,1,,,,
1481258,1032680,08103,,,,,,,
1549877,1032682,85286,22,,,,,,
1282677,1032683,92123,37,,,,,,
1990837,1032684,90404,19,,,,,,
1259627,1032685,92130,37,,,92130,37,,
1581579,1032686,94519,,,,94519,,,
206987,1032687,92121,37,,,92121,37,,
5680169,1032689,96021,52,,,,,,
5723309,1032690,92103,37,,,,,,
1055217,1032691,91345,19,,,90265,19,,
2186365,1032692,92211,33,,,,,,
1438014,1032693,93710,10,93710,10,93710,10,93710,10
4963560,1032694,95340,24,,,95340,24,,
1053962,1032695,91706,19,,,91706,19,,
2082492,1032696,91706,19,,,91706,19,,
635857,1032697,,,,,,,,
5687661,1032699,94597,7,,,94597,7,,
1023582,1032700,92832,30,90057,19,92832,30,90057,19
1810047,1032701,01923,59,,,,,,
1167608,1032702,95652,34,,,95652,34,,
1540754,1032703,90242,19,,,90242,19,,
5615185,1032704,92354,36,92354,36,92354,36,92354,36
2047277,1032705,96817,59,,,96817,59,,
1439348,1032706,91367,19,,,,,,
1583294,1032707,93210,10,93610,10,93730,10,,
5636043,1032708,94304,43,,,94304,43,,
1196908,1032709,95119,43,,,95119,43,,
680496,1032710,90029,19,90005,19,90029,19,90005,19
5404499,1032711,,,,,,,,
633548,1032712,98274,,98274,,98274,,98274,
680873,1032713,,30,,,92692,30,,
2869743,1032714,94015,41,,,,,,
1226978,1032715,90404,19,,,90404,19,,
5323580,1032716,95119,43,,,,,,
1489534,1032717,90033,19,,,90033,19,,
5367917,1032718,94109,38,94110,38,94109,38,94110,38
762897,1032719,94538,1,,,,,,
1195887,1032720,94133,38,,,94133,38,,
1549253,1032721,91911,37,,,91911,37,,
5048187,1032722,96793,,96819,,96793,,,
1130879,1032723,90027,19,,,,,,
975190,1032724,95014,43,,,95014,43,,
1198659,1032725,92029,37,,,92127,37,,
1224944,1032726,95817,34,,,,,,
1580919,1032727,92501,33,,,,,,
6114756,1032728,,,,,,,,
1582888,1032729,32541,,,,32541,,,
5292900,1032730,,,,,,,,
5326222,1032732,80202,,,,,,,
762007,1032733,90404,19,,,,,,
2245627,1032734,10034,59,,,10034,59,,
567042,1032735,94115,38,,,,,,
2186578,1032736,94107,38,,,94107,38,,
2184148,1032737,32405,,,,,,,
517885,1032738,93614,20,,,,,,
1546586,1032739,92780,30,,,,,,
2082357,1032740,10027,,,,10027,,,
5303821,1032741,08536,59,,,,,,
452251,1032742,*0068,,,,,,,
1582179,1032743,92691,30,,,,,,
5621991,1032744,94305,43,,,94305,43,,
1549136,1032745,90211,19,,,90211,19,,
5280076,1032746,93721,10,,,,,,
5765246,1032747,92311,36,,,,,,
549858,1032748,95124,,,,,,,
1587933,1032750,92868,30,,,,,,
1998453,1032751,,,,,02543,,,
2183264,1032752,99901,,,,,,,
1027168,1032753,93940,,,,93940,,,
2751909,1032754,93003,56,,,,,,
2247965,1032755,95128,43,95305,43,,,,
569271,1032756,,,,,,,,
2918907,1032757,94587,1,,,94587,1,,
2914790,1032759,,,,,,,,
1136967,1032760,91505,19,90404,19,91505,19,90404,19
2722592,1032761,91325,19,,,,,,
6018515,1032762,93720,10,,,,,,
1099395,1032763,85258,59,,,85258,59,,
2137123,1032764,92315,36,,,,,,
1020008,1032765,30329,,,,,,,
1815706,1032766,,,,,,,,
2894913,1032767,92868,30,,,,,,
5656020,1032768,95051,43,,,95051,43,,
976993,1032769,93721,10,,,93721,10,,
1280527,1032770,94158,38,,,94158,38,,
1131002,1032772,92868,30,,,,,,
439269,1032774,92335,36,,,91711,19,,
2132613,1032775,,,,,,,,
1227270,1032776,94304,43,,,94304,43,,
1862491,1032777,,,,,,,,
1861900,1032778,94549,7,,,94549,7,,
1766442,1032779,95119,43,,,95119,43,,
1486537,1032780,,,,,,,,
2724906,1032781,92126,37,,,,,,
1384778,1032782,95825,34,95695,57,95825,34,95695,57
1090997,1032783,61081,,,,,,,
5732476,1032785,92335,36,91761,36,92335,36,91761,36
5248056,1032786,33919,,,,33919,,,
2712350,1032788,,,,,,,,
4898304,1032789,90404,19,90095,19,,,,
4918403,1032790,19114,,,,,,,
5432240,1032791,92123,37,,,,,,
1028146,1032792,94568,1,,,,,,
975619,1032793,95661,31,95661,31,95603,31,95603,31
1229328,1032794,95407,49,,,95404,49,,
1581940,1032795,94509,7,94611,1,,,,
541028,1032796,,,,,,,,
1027212,1032798,92660,30,,,92660,30,,
660215,1032799,95124,43,,,,,,
5344440,1032801,95695,57,,,95695,57,,
5725617,1032802,90222,19,,,,,,
5672215,1032803,94143,,,,94143,,,
1549874,1032805,92009,37,,,92009,37,,
1999140,1032806,95304,39,,,,,,
1027351,1032807,95370,55,,,,,,
1020324,1032808,95648,31,95661,31,95648,31,95661,31
2845878,1032810,97225,59,,,97225,59,,
1227172,1032811,94158,38,,,94158,38,,
1280979,1032812,94063,41,,,,,,
5294785,1032813,90247,19,,,,,,
2137065,1032814,94589,48,,,94589,48,,
2847150,1032815,94133,1,,,94133,,,
1384713,1032816,95337,39,,,,,,
931913,1032817,95240,,,,,,,
807425,1032818,92307,36,,,,,,
5050693,1032819,,,,,,,,
667594,1032820,,,,,,,,
1541538,1032821,91345,19,,,91345,19,,
561048,1032822,91320,56,,,,,,
2847248,1032823,94602,1,,,94602,1,,
970486,1032824,,,,,,,,
767868,1032825,92708,30,,,92708,30,,
971019,1032826,94110,38,,,94110,38,,
1225110,1032827,92630,30,,,92630,30,,
1281583,1032828,90034,19,,,,,,
1713736,1032829,90048,19,,,,,,
1227594,1032830,90211,19,,,90211,19,,
5670031,1032831,93036,56,93010,56,93036,56,93010,56
1997809,1032832,90045,19,,,90045,19,,
2242079,1032833,92374,33,,,92374,33,,
1286494,1032834,94040,43,,,94040,43,,
1548774,1032835,92780,30,,,92780,30,,
1583605,1032836,,19,,,,19,,
1434060,1032837,95065,44,,,,,,
493342,1032839,90034,19,,,,,,
2133111,1032840,92506,33,,,,,,
710894,1032841,,,,,,,,
5688535,1032842,,,,,,,,
1762177,1032844,,19,,,,,,
976381,1032845,02446,,,,,,,
2081178,1032846,90211,19,,,90211,19,,
1434682,1032847,94107,38,,,,,,
5685072,1032848,,,,,,,,
6154894,1032849,94086,43,,,,,,
561059,1032850,91730,36,,,91730,36,,
5221920,1032851,91731,19,,,,,,
1020573,1032852,90710,19,,,90710,19,,
1544726,1032854,92071,,,,92071,,,
5311673,1032855,92101,37,,,,,,
5680946,1032856,90033,19,,,,,,
898933,1032857,92064,37,,,92010,37,,
1250282,1032858,94015,41,,,94015,41,,
5710355,1032860,90033,,,,90033,,,
4927997,1032861,92373,36,,,,,,
665598,1032862,,,,,,,,
971029,1032863,92701,30,90241,19,92701,30,90241,19
805252,1032864,97005,59,,,97005,59,,
5668948,1032865,,,,,,,,
1487256,1032866,95116,43,,,95116,43,,
1489956,1032867,,,,,,,,
1226351,1032868,90503,19,90503,19,90503,19,,
1990660,1032869,,,,,,,,
4910258,1032870,94040,43,,,,,,
2186904,1032871,91706,19,,,,,,
1226480,1032872,,,,,,,,
1439780,1032873,95758,34,,,,,,
2082887,1032874,93555,15,92024,37,,,,
2048574,1032875,90822,19,92708,30,90822,19,92708,30
1197573,1032876,92154,37,92154,37,92154,37,92154,37
1957336,1032877,90211,19,,,90211,19,,
1587774,1032878,94602,1,,,94602,1,,
5656110,1032880,91746,19,,,91746,19,,
2726222,1032881,95020,43,,,95020,43,,
931586,1032882,90502,19,,,,,,
4922463,1032883,90822,19,90805,19,,,,
5553520,1032884,33919,,,,33919,,,
5710948,1032885,91801,19,,,,,,
2183714,1032886,,,,,,,,
1810161,1032887,28204,,,,,,,
2705992,1032888,90027,19,90660,19,90027,19,90660,19
1484623,1032889,30033,59,,,,,,
5222369,1032891,,34,,,,,,
5027434,1032892,91316,19,,,,,,
2886809,1032893,90242,19,,,90277,19,,
1998877,1032894,90266,19,,,90266,19,,
2246610,1032895,86406,59,,,,,,
2774747,1032896,94304,43,94063,41,94304,43,94063,41
760626,1032897,90503,19,,,90503,19,,
1489305,1032899,94305,43,,,94305,43,,
585036,1032900,90048,19,,,,,,
5234434,1032901,44004,59,,,,,,
5359068,1032902,02421,59,,,02421,59,,
5323762,1032903,63108,59,,,63108,59,,
1223586,1032904,95032,43,,,94024,43,,
1432322,1032905,92869,30,,,,,,
1486195,1032906,,,,,,,,
5746742,1032907,,,,,37205,59,,
638238,1032908,93657,10,,,,,,
5695772,1032909,94143,38,,,94143,38,,
2188344,1032910,94602,1,,,94602,1,,
1436071,1032911,94611,1,,,94611,1,,
2875815,1032912,94143,38,,,,,,
1168155,1032913,,,,,,,,
2184189,1032914,85251,,,,,,,
2088641,1032915,93711,10,,,97311,10,,
931462,1032916,92357,36,,,,,,
1486405,1032917,94596,7,,,,,,
1542038,1032918,90033,,,,90033,,,
5717374,1032919,93535,19,91342,19,,,,
1434500,1032920,95819,34,,,95819,34,,
2246485,1032921,93301,15,93561,15,,,,
1543747,1032922,90717,19,,,90277,19,,
1719044,1032923,90815,19,,,90815,19,,
5212441,1032924,,,,,48124,,,
5645216,1032925,92123,37,,,,,,
2136056,1032926,,,,,,,,
680840,1032927,90650,19,,,90650,19,,
1952119,1032929,94945,21,,,,,,
5706456,1032930,90033,19,,,90033,19,,
5725862,1032931,94158,38,,,,,,
2080037,1032932,,,,,,,,
1139356,1032933,95405,49,,,,,,
5711717,1032934,,,,,,,,
562606,1032935,98664,,,,98664,,,
2184547,1032937,,,,,,,,
1547315,1032938,95661,31,,,95661,31,,
2185571,1032940,,,,,,,,
5281791,1032941,,,,,,,,
5243764,1032942,91356,19,,,,,,
2085146,1032944,,,,,,,,
1587166,1032945,94107,38,,,94107,38,,
2244245,1032946,92660,30,92677,30,92660,30,92677,30
5385267,1032947,93711,10,,,,,,
1316521,1032948,,,,,,,,
5012043,1032949,54701,59,,,,,,
1221508,1032950,92618,30,92612,30,92618,30,92612,30
893371,1032952,95337,39,,,95337,39,,
1480554,1032953,95825,34,,,95747,31,,
1484435,1032954,92014,37,,,92014,37,,
5664289,1032956,73105,59,,,,,,
2182893,1032957,95521,12,,,,,,
971037,1032958,91106,19,,,91106,19,,
1432718,1032959,93703,10,,,,,,
1356213,1032960,,,,,94707,7,94707,7
4934953,1032961,93003,56,,,,,,
935565,1032962,91748,19,,,91748,19,,
1766230,1032963,,,,,,,,
2869910,1032964,27406,59,,,27406,59,,
2082494,1032965,90064,19,,,,,,
5265099,1032966,96161,29,,,96161,29,,
581164,1032967,95066,44,,,95066,44,,
2085109,1032969,94903,21,,,94903,21,,
1994996,1032970,90212,,90404,,,,,
1583306,1032971,93110,42,,,93023,56,,
1022666,1032972,92708,30,,,,,,
371356,1032973,91206,19,,,91206,19,,
663526,1032975,91105,19,91105,19,,,,
5037755,1032976,94143,38,94158,38,,,,
2827866,1032977,90242,19,92806,30,,,,
2136200,1032978,89117,,94598,,89117,,94598,
1435996,1032980,95405,49,,,95405,49,,
1138087,1032981,95076,44,,,95076,44,95003,44
370827,1032982,90813,19,,,,,,
931044,1032983,,,,,95608,34,,
1259197,1032984,,,,,,,,
5222408,1032986,55905,59,,,,,,
1227456,1032987,90048,19,,,,,,
2082306,1032988,95695,57,,,95695,57,,
5715444,1032989,94158,38,,,,,,
1956349,1032990,90232,19,94115,38,90232,19,,
1718833,1032991,,,,,,,,
2876749,1032992,93036,56,93002,56,93036,56,93002,56
2082743,1032993,94609,1,,,94609,1,,
682938,1032994,92653,30,,,92653,30,,
1712078,1032995,,,,,,,,
2866000,1032996,96001,45,,59,,,,
5697129,1032997,90073,19,,,90049,19,,
2702860,1032998,90027,19,91101,19,90027,19,91101,19
5281875,1032999,94546,1,95482,23,,,,
1900480,1033000,90211,19,,,,,,
1439370,1033001,33021,,,,,,,
1316313,1033002,,,,,,,,
1862031,1033003,,,,,,,,
2081206,1033004,94063,41,,,94063,41,,
808395,1033005,92663,30,,,92663,30,,
2840392,1033006,92161,,,,92161,,,
1434641,1033007,95991,51,,,,,,
1998898,1033009,93105,42,,,,,,
719713,1033010,92806,30,,,92806,30,,
2042093,1033011,92618,30,,,92008,37,,
5218940,1033014,90033,19,,,90033,19,,
5544228,1033016,,,,,,,,
563547,1033017,90095,19,,,90272,19,,
1433253,1033018,90503,19,,,,,,
931579,1033019,92646,30,,,92646,30,,
5710259,1033020,92411,19,,,91711,19,,
1715078,1033022,,,,,,,,
1385018,1033023,93514,14,,,,,,
801479,1033024,92656,30,92284,36,92656,30,92284,33
1023054,1033025,92653,30,92618,30,92653,30,92618,30
5357577,1033026,90095,19,,,,,,
1091657,1033027,60426,59,,,,,,
491302,1033029,92648,30,,,92648,30,,
5169731,1033030,90505,19,,,90505,19,,
5667284,1033031,93701,10,,,,,,
371328,1033033,93720,10,93720,10,,,,
1765674,1033035,95128,43,94117,38,,,,
1258016,1033036,94044,41,,,94044,41,,
686967,1033037,91204,19,,,91801,19,,
1439625,1033038,94533,49,,,94533,48,,
1582054,1033039,85251,59,,,,,,
